type,method,name,path
default,ln,jq
default,ln,htop
default,ln,fzf


# 설치법확인해봐야
default,ln,jwtcli
default,ln,asdf
default,ln,awscli함
default,ln,kubectl 
default,ln,kubectx # apt install
default,ln,kubeswitch
default,ln,kubens # apt install
